,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,encoder,encoder,encoder,encoder,encoder,encoder,encoder,encoder,"encoder:Marker1","encoder:Marker1","encoder:Marker1","encoder:Marker1","encoder:Marker2","encoder:Marker2","encoder:Marker2","encoder:Marker2","encoder:Marker3","encoder:Marker3","encoder:Marker3","encoder:Marker3","encoder:Marker4","encoder:Marker4","encoder:Marker4","encoder:Marker4",encoder:Marker1,encoder:Marker1,encoder:Marker1,encoder:Marker2,encoder:Marker2,encoder:Marker2,encoder:Marker3,encoder:Marker3,encoder:Marker3,encoder:Marker4,encoder:Marker4,encoder:Marker4
,ID,"18A7D105CFC211ED20C8B848E828B4","18A7D105CFC211ED20C8B848E828B4","18A7D105CFC211ED20C8B848E828B4","18A7D105CFC211ED20C8B848E828B4","18A7D105CFC211ED20C8B848E828B4","18A7D105CFC211ED20C8B848E828B4","18A7D105CFC211ED20C8B848E828B4","18A7D105CFC211ED20C8B848E828B4","18A7D105CFC211ED20C8B848E828B4","18A7D105CFC211ED20C8B848E828B4","18A7D105CFC211ED20C8B848E828B4","18A7D105CFC211ED20C8B848E828B4","18A7D105CFC211ED20C8B848E828B4","18A7D105CFC211ED20C8B848E828B4","18A7D105CFC211ED20C8B848E828B4","18A7D105CFC211ED20C8B848E828B4","18A7D105CFC211ED20C8B848E828B4","18A7D105CFC211ED20C8B848E828B4","18A7D105CFC211ED20C8B848E828B4","18A7D105CFC211ED20C8B848E828B4","18A7D105CFC211ED20C8B848E828B4","18A7D105CFC211ED20C8B848E828B4","18A7D105CFC211ED20C8B848E828B4","18A7D105CFC211ED20C8B848E828B4","C3B90","C3B90","C3B90","C3BA0","C3BA0","C3BA0","C3BB0","C3BB0","C3BB0","C3C10","C3C10","C3C10"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
18,0.180000,-0.014652,0.144470,0.024657,0.989093,-0.028819,0.066129,0.078129,0.000169,0.017410,0.064867,0.007992,0.991321,-0.043147,0.068664,0.105128,0.947093,-0.069307,0.067451,0.055627,0.971084,-0.020233,0.063536,0.143769,0.941678,0.017443,0.064862,0.007981,-0.043233,0.068763,0.105294,-0.069231,0.067402,0.055700,-0.020254,0.063490,0.143541
19,0.190000,-0.014850,0.144435,0.024504,0.989099,-0.028812,0.066165,0.078155,0.000157,0.017423,0.064861,0.008023,0.987527,-0.043141,0.068715,0.105153,0.943406,-0.069297,0.067486,0.055649,0.972470,-0.020231,0.063598,0.143797,0.947372,0.017465,0.064855,0.007997,-0.043249,0.068827,0.105317,-0.069225,0.067434,0.055714,-0.020238,0.063543,0.143594
20,0.200000,-0.014794,0.144506,0.024585,0.989088,-0.028811,0.066153,0.078146,0.000158,0.017414,0.064864,0.008006,0.984598,-0.043136,0.068697,0.105146,0.951745,-0.069300,0.067471,0.055646,0.970879,-0.020220,0.063578,0.143786,0.950933,0.017463,0.064859,0.007969,-0.043237,0.068777,0.105289,-0.069230,0.067433,0.055732,-0.020238,0.063541,0.143594
21,0.210000,-0.014637,0.144561,0.024227,0.989091,-0.028822,0.066131,0.078143,0.000186,0.017395,0.064822,0.007998,0.988958,-0.043143,0.068680,0.105144,0.940204,-0.069312,0.067485,0.055647,0.962089,-0.020227,0.063536,0.143781,0.938281,0.017426,0.064817,0.007967,-0.043247,0.068801,0.105323,-0.069205,0.067426,0.055737,-0.020261,0.063480,0.143543
22,0.220000,-0.014539,0.144490,0.024519,0.989096,-0.028823,0.066138,0.078133,0.000166,0.017403,0.064874,0.007994,0.992389,-0.043149,0.068672,0.105134,0.947599,-0.069311,0.067476,0.055633,0.968634,-0.020235,0.063530,0.143772,0.942809,0.017431,0.064869,0.007983,-0.043239,0.068779,0.105289,-0.069227,0.067424,0.055710,-0.020257,0.063479,0.143550
23,0.230000,-0.014843,0.144468,0.024491,0.989095,-0.028818,0.066117,0.078125,0.000166,0.017412,0.064812,0.007989,0.992430,-0.043145,0.068667,0.105123,0.944021,-0.069305,0.067440,0.055621,0.969156,-0.020233,0.063549,0.143766,0.943023,0.017439,0.064807,0.007976,-0.043237,0.068788,0.105287,-0.069220,0.067381,0.055689,-0.020254,0.063490,0.143546
24,0.240000,-0.014695,0.144404,0.024653,0.989102,-0.028818,0.066139,0.078142,0.000181,0.017421,0.064871,0.008011,0.987158,-0.043149,0.068676,0.105139,0.936338,-0.069302,0.067458,0.055635,0.972068,-0.020240,0.063551,0.143783,0.941596,0.017463,0.064866,0.007982,-0.043237,0.068816,0.105333,-0.069234,0.067392,0.055692,-0.020263,0.063483,0.143561
25,0.250000,-0.014713,0.144493,0.024263,0.989099,-0.028818,0.066134,0.078145,0.000171,0.017408,0.064820,0.008006,0.987616,-0.043143,0.068686,0.105144,0.941192,-0.069305,0.067481,0.055644,0.965445,-0.020231,0.063549,0.143785,0.942179,0.017446,0.064815,0.007975,-0.043245,0.068813,0.105313,-0.069214,0.067419,0.055728,-0.020258,0.063488,0.143563
26,0.260000,-0.014860,0.144569,0.024396,0.989082,-0.028809,0.066128,0.078144,0.000155,0.017407,0.064811,0.007999,0.987616,-0.043131,0.068683,0.105145,0.941192,-0.069300,0.067457,0.055649,0.965445,-0.020212,0.063563,0.143783,0.942179,0.017441,0.064806,0.007974,-0.043214,0.068743,0.105285,-0.069224,0.067427,0.055730,-0.020240,0.063538,0.143586
27,0.270000,-0.014676,0.144533,0.024276,0.989093,-0.028811,0.066146,0.078140,0.000180,0.017409,0.064838,0.007998,0.989448,-0.043134,0.068696,0.105141,0.956628,-0.069300,0.067494,0.055642,0.970995,-0.020219,0.063557,0.143779,0.949834,0.017452,0.064833,0.007954,-0.043232,0.068818,0.105330,-0.069212,0.067435,0.055719,-0.020251,0.063499,0.143556
28,0.280000,-0.014471,0.144414,0.024609,0.989106,-0.028814,0.066144,0.078152,0.000180,0.017423,0.064900,0.008020,0.984653,-0.043144,0.068672,0.105151,0.938511,-0.069299,0.067479,0.055647,0.967277,-0.020235,0.063527,0.143792,0.941919,0.017448,0.064894,0.008026,-0.043231,0.068766,0.105303,-0.069214,0.067433,0.055733,-0.020257,0.063484,0.143548
29,0.290000,-0.014508,0.144407,0.024631,0.989105,-0.028810,0.066146,0.078150,0.000179,0.017427,0.064899,0.008018,0.993426,-0.043141,0.068674,0.105148,0.950296,-0.069295,0.067477,0.055643,0.967581,-0.020232,0.063533,0.143790,0.937633,0.017473,0.064894,0.007985,-0.043245,0.068794,0.105321,-0.069211,0.067420,0.055732,-0.020257,0.063477,0.143561
30,0.300000,-0.014567,0.144461,0.024508,0.989100,-0.028813,0.066138,0.078138,0.000174,0.017417,0.064869,0.008001,0.985983,-0.043140,0.068673,0.105137,0.941231,-0.069300,0.067475,0.055635,0.966254,-0.020229,0.063533,0.143777,0.940630,0.017461,0.064864,0.007976,-0.043234,0.068768,0.105299,-0.069225,0.067429,0.055722,-0.020254,0.063490,0.143553
31,0.310000,-0.014597,0.144509,0.024370,0.989096,-0.028813,0.066134,0.078133,0.000177,0.017410,0.064846,0.007993,0.987356,-0.043137,0.068676,0.105134,0.947565,-0.069302,0.067480,0.055634,0.969038,-0.020224,0.063534,0.143773,0.942587,0.017456,0.064841,0.007957,-0.043239,0.068765,0.105297,-0.069218,0.067436,0.055728,-0.020252,0.063494,0.143551
32,0.320000,-0.014545,0.144437,0.024429,0.989106,-0.028815,0.066142,0.078140,0.000170,0.017418,0.064868,0.008006,0.985407,-0.043144,0.068680,0.105139,0.947192,-0.069301,0.067486,0.055636,0.966774,-0.020235,0.063535,0.143780,0.943313,0.017458,0.064863,0.007984,-0.043238,0.068784,0.105282,-0.069221,0.067436,0.055733,-0.020261,0.063486,0.143563
33,0.330000,-0.014619,0.144494,0.024290,0.989099,-0.028818,0.066149,0.078150,0.000179,0.017407,0.064849,0.008011,0.988494,-0.043143,0.068695,0.105150,0.949904,-0.069306,0.067499,0.055649,0.966128,-0.020232,0.063551,0.143789,0.943947,0.017430,0.064844,0.008005,-0.043248,0.068827,0.105312,-0.069206,0.067436,0.055728,-0.020249,0.063488,0.143554
